"1500432237,""Default"",""26.10.2017 14:11:34"",""26.10.2017 14:15:38"",""243"",""Default version"","""",""EU- ja ETA-maiden ulkopuolisilta opiskelijoilta"","""","""",""Madaltamalla opiskelijoiden kynnystä keskustella henkilökunnan kanssa omista opinnoistaan";"Vahvistamalla opiskelijoiden asemaa yliopiston virallisissa päätöksentekoelimissä"","""","""",""38"","""","""",""12"","""","""",""65"","""","""",""Lisäämällä opintorahan määrää";"Poistamalla tulorajat"","""","""",""Osallistumista yliopistojen korkeakouluyhteistyöhön kehittyvien maiden korkeakoulujen kanssa"","""","""",""29"","""","""",""0"","""","""",""0"","""",""asuntokohteisiin liittyvät päätökset ";"linjapaperien päivittäminen"","""",""3"","""",""1"","""",""1"","""",""2"","""",""1"","""",""Asunnot";Edunvalvonta;"Yritysyhteistyö"","""",""1"","""",""Nykyinen tilanne on riittävän hyvä. "","""",""5"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500442123,""Default"",""25.10.2017 23:18:50"",""25.10.2017 23:33:22"",""872"",""Default version"","""",""Kaikilta opiskelijoilta";"EU- ja ETA-maiden ulkopuolisilta opiskelijoilta"","""","""",""Ottamalla opiskelijat vahvemmin mukaan opetussuunnitelmatyöhön";"Vahvistamalla opiskelijoiden asemaa yliopiston virallisissa päätöksentekoelimissä"","""","""",""27"","""","""",""75"","""","""",""91"","""","""",""Lisäämällä opintolainan määrää";"Poistamalla tulorajat"","""","""",""Ylioppilaskunnan ei tulisi tehdä kehitysyhteistyötä";"Osallistumista yliopistojen korkeakouluyhteistyöhön kehittyvien maiden korkeakoulujen kanssa"","""","""",""56"","""","""",""14"","""","""",""0"","""",""budjetti";"linjapaperien päivittäminen"","""",""1"","""",""4"","""","""","""",""4"","""",""1"","""",""Palvelupisteet"","""",""2"","""",""AYY:ssä ja kaikissa yhdistyksissä toimimisen pitäisi olla mahdollista englanniksi. "","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500442151,""Default"",""26.10.2017 10:52:58"",""26.10.2017 11:02:39"",""581"",""Default version"","""",""EU- ja ETA-maiden ulkopuolisilta opiskelijoilta"","""","""",""Madaltamalla opiskelijoiden kynnystä keskustella henkilökunnan kanssa omista opinnoistaan";"Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta"","""","""",""36"","""","""",""24"","""","""",""32"","""","""",""Lakkauttamalla opintotuki ja siirtymällä perustuloon";"Poistamalla tulorajat"","""","""",""Jäsenmaksun yhteydessä kerättävän vapaaehtoisen kehitysyhteistyömaksun";"Tapahtumia ja tilaisuuksia aiheeseen liittyen"","""","""",""64"","""","""",""16"","""","""",""14"","""",""henkilövalinnat";"budjetti"","""",""2"","""",""2"","""",""4"","""",""4"","""",""2"","""",""Edunvalvonta";Asunnot;"Palvelupisteet"","""",""2"","""",""AYY:n tulisi edistää suomalaisten ja ulkomaisten opiskelijoiden keskinäisiä kohtaamisia."","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"",""Albert Rehnberg"",""79%""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500442211,""Default"",""27.10.2017 06:41:15"",""27.10.2017 06:41:43"",""27"",""Default version"","""",""EU- ja ETA-maiden ulkopuolisilta opiskelijoilta"","""","""",""Madaltamalla opiskelijoiden kynnystä keskustella henkilökunnan kanssa omista opinnoistaan"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452241,""Default"",""26.10.2017 07:46:04"",""26.10.2017 07:48:41"",""157"",""Default version"","""",""Suomessa ei tulisi voida periä lainkaan lukukausimaksuja"","""","""",""Madaltamalla opiskelijoiden kynnystä keskustella henkilökunnan kanssa omista opinnoistaan";"Lisäämällä ainejärjestöjen vaikutusmahdollisuuksia"","""","""","""","""","""",""0"","""","""",""61"","""","""",""Lisäämällä opintorahan määrää";"Poistamalla tulorajat"","""","""",""Ylioppilaskunnan ei tulisi tehdä kehitysyhteistyötä";"Jäsenmaksun yhteydessä kerättävän vapaaehtoisen kehitysyhteistyömaksun"","""","""",""56"","""","""",""27"","""","""",""63"","""",""asuntokohteisiin liittyvät päätökset ";"muut kuin asumiseen liittyvät tilat, kuten opiskelijakeskus"","""",""3"","""",""2"","""",""2"","""",""4"","""",""1"","""",""Asunnot";"Edunvalvonta"","""",""3"","""",""Nykyinen tilanne on riittävän hyvä. "","""",""4"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452258,""Default"",""26.10.2017 10:45:59"",""26.10.2017 11:37:12"",""3073"",""Default version"","""","""","""","""",""Lisäämällä ainejärjestöjen vaikutusmahdollisuuksia";"Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta"","""","""",""0"","""","""",""0"","""","""",""64"","""","""",""Lisäämällä opintorahan määrää"","""","""",""Tapahtumia ja tilaisuuksia aiheeseen liittyen";"Oman hankkeen / hankkeita"","""","""",""60"","""","""",""15"","""","""",""100"","""",""asuntokohteisiin liittyvät päätökset ";"budjetti"","""",""3"","""",""4"","""",""3"","""",""1"","""",""5"","""",""Asunnot";Edunvalvonta;"Tilat"","""",""1"","""",""Nykyinen tilanne on riittävän hyvä. "","""",""5"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"",""Tiitinen Janne-Joonas"",""83%""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452269,""Default"",""26.10.2017 11:12:10"",""26.10.2017 11:15:22"",""192"",""Default version"","""",""EU- ja ETA-maiden ulkopuolisilta opiskelijoilta"","""","""",""Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta"","""","""",""25"","""","""",""30"","""","""",""21"","""","""",""Poistamalla tulorajat"","""","""",""Osallistumista ylioppilaskuntien yhteiselle kehitysyhteistyöviikolle";"Oman hankkeen / hankkeita"","""","""","""","""","""",""2"","""","""",""30"","""",""muut kuin asumiseen liittyvät tilat, kuten opiskelijakeskus";"asuntokohteisiin liittyvät päätökset "","""","""","""","""","""","""","""","""","""","""","""",""Tilat";Edunvalvonta;"Yritysyhteistyö"","""","""","""",""Kansainvälisyyttä korostetaan jo nyt liikaa. "","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452270,""Default"",""26.10.2017 11:15:02"",""26.10.2017 11:25:02"",""599"",""Default version"","""",""Kaikilta opiskelijoilta"","""","""",""Ottamalla opiskelijat vahvemmin mukaan opetussuunnitelmatyöhön";"Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta"","""","""",""38"","""","""",""57"","""","""",""39"","""","""",""Poistamalla tulorajat";"Lisäämällä opintorahan määrää"","""","""",""Tapahtumia ja tilaisuuksia aiheeseen liittyen";"Oman hankkeen / hankkeita"","""","""",""42"","""","""",""66"","""","""",""64"","""",""asuntokohteisiin liittyvät päätökset ";"linjapaperien päivittäminen"","""",""3"","""",""3"","""",""2"","""",""4"","""",""3"","""",""Asunnot";Kulttuuritapahtumat;"Yhdistysavustukset ja stipendit"","""",""2"","""",""Kaiken pitäisi lähtökohtaisesti olla englanniksi. "","""",""3"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452271,""Default"",""26.10.2017 11:17:22"",""26.10.2017 11:19:58"",""156"",""Default version"","""",""Suomessa ei tulisi voida periä lainkaan lukukausimaksuja"","""","""",""Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta";"Lisäämällä ainejärjestöjen vaikutusmahdollisuuksia"","""","""",""15"","""","""",""77"","""","""",""82"","""","""",""Poistamalla tulorajat"","""","""",""Jäsenmaksun yhteydessä kerättävän vapaaehtoisen kehitysyhteistyömaksun"","""","""",""38"","""","""",""29"","""","""",""43"","""",""budjetti";"muut kuin asumiseen liittyvät tilat, kuten opiskelijakeskus"","""",""2"","""",""2"","""",""1"","""",""3"","""",""3"","""",""Asunnot";Yhdistysavustukset ja stipendit;"Kulttuuritapahtumat"","""",""4"","""",""AYY:ssä ja kaikissa yhdistyksissä toimimisen pitäisi olla mahdollista englanniksi. "","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"",""Virtanen Elettra"",""87%""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452288,""Default"",""26.10.2017 16:22:39"",""26.10.2017 16:27:40"",""300"",""Default version"","""",""Suomessa ei tulisi voida periä lainkaan lukukausimaksuja"","""","""",""Ottamalla opiskelijat vahvemmin mukaan opetussuunnitelmatyöhön";"Vahvistamalla opiskelijoiden asemaa yliopiston virallisissa päätöksentekoelimissä"","""","""",""17"","""","""",""14"","""","""",""14"","""","""",""Lisäämällä opintorahan määrää";"Lisäämällä opintolainan määrää"","""","""","""","""","""",""74"","""","""",""85"","""","""",""92"","""",""asuntokohteisiin liittyvät päätökset ";"budjetti"","""","""","""",""2"","""",""2"","""",""2"","""",""4"","""",""Asunnot";Yhdistysavustukset ja stipendit;"Kulttuuritapahtumat"","""",""1"","""",""AYY:n tulisi edistää suomalaisten ja ulkomaisten opiskelijoiden keskinäisiä kohtaamisia."","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452298,""Default"",""26.10.2017 17:39:14"",""26.10.2017 17:40:45"",""90"",""Default version"","""",""EU- ja ETA-maiden ulkopuolisilta opiskelijoilta"","""","""",""Ottamalla opiskelijat vahvemmin mukaan opetussuunnitelmatyöhön";"Vahvistamalla opiskelijoiden asemaa yliopiston virallisissa päätöksentekoelimissä"","""","""",""65"","""","""",""16"","""","""",""15"","""","""",""Poistamalla tulorajat"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"",""Kettunen Leila"",""100%""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452305,""Default"",""26.10.2017 17:56:35"",""26.10.2017 17:56:35"",""0"",""Default version"","""",""Muista kuin ensimmäisestä korkeakoulututkinnosta"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452312,""Default"",""26.10.2017 18:12:04"",""26.10.2017 18:17:11"",""307"",""Default version"","""",""EU- ja ETA-maiden ulkopuolisilta opiskelijoilta"","""","""",""Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta"","""","""",""81"","""","""",""84"","""","""",""100"","""","""",""Ei millään edellä mainituista tavoista"","""","""",""Ylioppilaskunnan ei tulisi tehdä kehitysyhteistyötä"","""","""",""89"","""","""",""13"","""","""",""39"","""",""linjapaperien päivittäminen";"asuntokohteisiin liittyvät päätökset "","""",""2"","""",""2"","""","""","""","""","""",""2"","""",""Asunnot";"Edunvalvonta"","""","""","""",""AYY:ssä ja kaikissa yhdistyksissä toimimisen pitäisi olla mahdollista englanniksi. "","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452314,""Default"",""26.10.2017 18:18:17"",""26.10.2017 18:59:15"",""2457"",""Default version"","""",""Muista kuin ensimmäisestä korkeakoulututkinnosta"","""","""",""Vahvistamalla opiskelijoiden asemaa yliopiston valmistelevissa työryhmissä";"Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta"","""","""",""56"","""","""","""","""","""",""19"","""","""",""Lisäämällä opintorahan määrää";"Poistamalla tulorajat"","""","""",""Oman hankkeen / hankkeita";"Tapahtumia ja tilaisuuksia aiheeseen liittyen"","""","""",""40"","""","""",""0"","""","""","""","""",""budjetti";"henkilövalinnat"","""",""4"","""",""2"","""",""4"","""",""5"","""",""2"","""",""Edunvalvonta";Asunnot;"Yhdistysavustukset ja stipendit"","""",""4"","""",""AYY:n tulisi edistää suomalaisten ja ulkomaisten opiskelijoiden keskinäisiä kohtaamisia."","""",""5"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"",""Söderholm Jaakko"",""78%""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452316,""Default"",""26.10.2017 18:21:12"",""26.10.2017 18:27:29"",""376"",""Default version"","""",""EU- ja ETA-maiden ulkopuolisilta opiskelijoilta"","""","""",""Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta";"Lisäämällä ainejärjestöjen vaikutusmahdollisuuksia"","""","""",""52"","""","""",""28"","""","""",""48"","""","""",""Ei millään edellä mainituista tavoista"","""","""",""Osallistumista ylioppilaskuntien yhteiselle kehitysyhteistyöviikolle";"Tapahtumia ja tilaisuuksia aiheeseen liittyen"","""","""",""58"","""","""",""52"","""","""",""76"","""",""budjetti";"asuntokohteisiin liittyvät päätökset "","""",""3"","""",""3"","""",""3"","""",""3"","""",""3"","""",""Asunnot";"Edunvalvonta"","""",""2"","""",""AYY:ssä ja kaikissa yhdistyksissä toimimisen pitäisi olla mahdollista englanniksi. "","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"",""Rowlinson Andrew"",""83%""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500452337,""Default"",""26.10.2017 20:10:11"",""26.10.2017 20:18:44"",""512"",""Default version"","""",""Kaikilta opiskelijoilta"","""","""",""Madaltamalla opiskelijoiden kynnystä keskustella henkilökunnan kanssa omista opinnoistaan";"Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta"","""","""",""73"","""","""",""13"","""","""",""49"","""","""",""Poistamalla tulorajat";"Lisäämällä opintorahan määrää"","""","""",""Tapahtumia ja tilaisuuksia aiheeseen liittyen"","""","""",""60"","""","""",""40"","""","""",""75"","""",""asuntokohteisiin liittyvät päätökset "","""",""3"","""",""3"","""",""4"","""",""4"","""",""3"","""",""Asunnot";Edunvalvonta;"Tilat"","""",""4"","""",""Nykyinen tilanne on riittävän hyvä. "","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"",""Kanerva Olli"",""79%""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500462180,""Default"",""26.10.2017 11:14:20"",""26.10.2017 11:18:14"",""233"",""Default version"","""",""Suomessa ei tulisi voida periä lainkaan lukukausimaksuja"","""","""",""Kehittämällä yliopiston palautejärjestelmiä ja vahvistamalla niiden vaikuttavuutta"","""","""",""74"","""","""",""48"","""","""",""52"","""","""",""Poistamalla tulorajat"","""","""",""Osallistumista ylioppilaskuntien yhteiselle kehitysyhteistyöviikolle"","""","""",""50"","""","""",""17"","""","""",""31"","""",""asuntokohteisiin liittyvät päätökset ";"budjetti"","""",""2"","""",""2"","""",""2"","""",""4"","""",""3"","""",""Asunnot";Edunvalvonta;"Yhdistysavustukset ja stipendit"","""",""2"","""",""AYY:n tulisi edistää suomalaisten ja ulkomaisten opiskelijoiden keskinäisiä kohtaamisia."","""",""3"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""fi"",""Kanerva Olli"",""91%""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1500472203,""Default"",""26.10.2017 15:42:28"",""26.10.2017 15:42:28"",""0"",""Default version"","""",""Suomessa ei tulisi voida periä lainkaan lukukausimaksuja"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""us"","""",""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
